session,usd_factor,dispersion,dispersion_pct,regime,n_clean,EUR_front,EUR_dte,EUR_F,EUR_atm,EUR_rr25,EUR_G,EUR_dG5,EUR_zG,EUR_zRR,EUR_zDG,EUR_score,EUR_residual,EUR_gate,EUR_conc_pct,EUR_oi_up_pct,EUR_cp_native,EUR_doi_pct,EUR_doi_net,EUR_pin,EUR_flow,EUR_next,EUR_n_iv,EUR_n_hist,GBP_front,GBP_dte,GBP_F,GBP_atm,GBP_rr25,GBP_G,GBP_dG5,GBP_zG,GBP_zRR,GBP_zDG,GBP_score,GBP_residual,GBP_gate,GBP_conc_pct,GBP_oi_up_pct,GBP_cp_native,GBP_doi_pct,GBP_doi_net,GBP_pin,GBP_flow,GBP_next,GBP_n_iv,GBP_n_hist,JPY_front,JPY_dte,JPY_F,JPY_atm,JPY_rr25,JPY_G,JPY_dG5,JPY_zG,JPY_zRR,JPY_zDG,JPY_score,JPY_residual,JPY_gate,JPY_conc_pct,JPY_oi_up_pct,JPY_cp_native,JPY_doi_pct,JPY_doi_net,JPY_pin,JPY_flow,JPY_next,JPY_n_iv,JPY_n_hist,AUD_front,AUD_dte,AUD_F,AUD_atm,AUD_rr25,AUD_G,AUD_dG5,AUD_zG,AUD_zRR,AUD_zDG,AUD_score,AUD_residual,AUD_gate,AUD_conc_pct,AUD_oi_up_pct,AUD_cp_native,AUD_doi_pct,AUD_doi_net,AUD_pin,AUD_flow,AUD_next,AUD_n_iv,AUD_n_hist,CAD_front,CAD_dte,CAD_F,CAD_atm,CAD_rr25,CAD_G,CAD_dG5,CAD_zG,CAD_zRR,CAD_zDG,CAD_score,CAD_residual,CAD_gate,CAD_conc_pct,CAD_oi_up_pct,CAD_cp_native,CAD_doi_pct,CAD_doi_net,CAD_pin,CAD_flow,CAD_next,CAD_n_iv,CAD_n_hist,CHF_front,CHF_dte,CHF_F,CHF_atm,CHF_rr25,CHF_G,CHF_dG5,CHF_zG,CHF_zRR,CHF_zDG,CHF_score,CHF_residual,CHF_gate,CHF_conc_pct,CHF_oi_up_pct,CHF_cp_native,CHF_doi_pct,CHF_doi_net,CHF_pin,CHF_flow,CHF_next,CHF_n_iv,CHF_n_hist,EURGBP_gap,EURGBP_dir,EURGBP_strength,EURGBP_eligible,EURGBP_flags,EURJPY_gap,EURJPY_dir,EURJPY_strength,EURJPY_eligible,EURJPY_flags,EURAUD_gap,EURAUD_dir,EURAUD_strength,EURAUD_eligible,EURAUD_flags,EURCAD_gap,EURCAD_dir,EURCAD_strength,EURCAD_eligible,EURCAD_flags,EURCHF_gap,EURCHF_dir,EURCHF_strength,EURCHF_eligible,EURCHF_flags,GBPJPY_gap,GBPJPY_dir,GBPJPY_strength,GBPJPY_eligible,GBPJPY_flags,GBPAUD_gap,GBPAUD_dir,GBPAUD_strength,GBPAUD_eligible,GBPAUD_flags,GBPCAD_gap,GBPCAD_dir,GBPCAD_strength,GBPCAD_eligible,GBPCAD_flags,GBPCHF_gap,GBPCHF_dir,GBPCHF_strength,GBPCHF_eligible,GBPCHF_flags,AUDJPY_gap,AUDJPY_dir,AUDJPY_strength,AUDJPY_eligible,AUDJPY_flags,CADJPY_gap,CADJPY_dir,CADJPY_strength,CADJPY_eligible,CADJPY_flags,CHFJPY_gap,CHFJPY_dir,CHFJPY_strength,CHFJPY_eligible,CHFJPY_flags,AUDCAD_gap,AUDCAD_dir,AUDCAD_strength,AUDCAD_eligible,AUDCAD_flags,AUDCHF_gap,AUDCHF_dir,AUDCHF_strength,AUDCHF_eligible,AUDCHF_flags,CADCHF_gap,CADCHF_dir,CADCHF_strength,CADCHF_eligible,CADCHF_flags
2026-06-18,-0.837302,0.1059,19.230769,DOLLAR_PURE,4,2026-07-02,14,1.1471,0.063395,1.281067,0.27173,0.232285,0.785714,0.785714,0.888889,0.785714,-0.051587,CLEAN,11.918617,73.226356,28/15,1.591811,-0.003208,True,False,False,22,14,2026-07-02,14,1.3204,0.067635,-1.023958,0.410937,0.510287,0.928571,-0.928571,0.888889,0.888889,0.051587,CLEAN,13.415214,70.168231,14/13,1.899348,-0.018817,False,False,False,23,14,2026-07-02,14,0.006196,0.09385,4.992113,0.70352,0.158965,0.928571,0.928571,0.888889,0.928571,0.09127,CLEAN,17.804285,90.320702,19/7,6.478927,-0.016165,False,False,False,24,14,2026-07-02,14,0.7012,0.077191,-1.615114,0.306844,0.078201,0.928571,0.357143,0.0,0.357143,-0.480159,CLEAN,15.094127,64.423402,14/12,0.082735,0.001203,False,False,False,18,14,2026-07-02,14,0.70795,0.046459,1.821855,1.065472,0.681096,0.928571,0.923077,0.888889,0.923077,0.085775,PROXY,20.193861,98.764611,9/0,-0.028501,0.001425,False,False,False,19,14,2026-07-02,14,1.25385,0.068591,-0.403154,-0.382474,-0.136458,-0.928571,-0.785714,0.0,-0.785714,-1.623016,NA,26.5429,59.006523,2/2,0.504286,-0.004034,False,False,False,18,14,-0.103175,▼,26.923077,1,PIN,-0.142857,▼,11.538462,1,PIN,0.428571,▲,50.0,1,PIN,-0.137363,▼,19.230769,0,NO_VOTE|PIN,1.571429,▲,96.153846,0,NO_VOTE|PIN,-0.039683,▼,11.538462,1,,0.531746,▲,80.769231,1,,-0.034188,▼,34.615385,0,NO_VOTE,1.674603,▲,96.153846,0,NO_VOTE,-0.571429,▼,19.230769,1,,-0.005495,▼,11.538462,0,NO_VOTE,-1.714286,▼,88.461538,0,NO_VOTE,-0.565934,▼,50.0,0,NO_VOTE,1.142857,▲,96.153846,0,NO_VOTE,1.708791,▲,96.153846,0,NO_VOTE
2026-06-22,-0.616667,0.29652,60.714286,CROSS,4,2026-07-02,10,1.14325,0.067189,1.80443,0.491895,0.523471,0.933333,0.933333,0.9,0.933333,0.316667,CLEAN,10.515905,87.677187,29/14,-5.337935,0.078537,False,False,False,22,15,2026-07-02,10,1.3241,0.067636,-0.889342,0.334358,0.477024,0.8,-0.266667,0.7,0.7,0.083333,CLEAN,13.351698,68.131537,14/14,0.475717,-0.004325,False,False,False,22,15,2026-07-02,10,0.006206,0.083466,6.166735,0.672802,0.078387,0.533333,0.933333,-0.1,0.533333,-0.083333,CLEAN,16.995383,86.549346,19/8,3.956062,0.007792,False,False,False,23,15,2026-07-02,10,0.69975,0.079272,-2.22447,0.27832,0.095385,0.666667,-0.933333,0.1,0.1,-0.516667,CLEAN,14.670221,71.751516,15/11,2.889565,0.014918,False,False,False,15,15,2026-07-02,10,0.707,0.051221,2.19067,1.166277,0.830701,0.933333,0.928571,0.9,0.928571,0.311905,PROXY,20.207303,98.74477,9/0,-0.066521,0.004656,False,False,False,20,15,2026-07-02,10,1.24715,0.077995,-0.168009,-0.250398,0.019155,-0.133333,0.266667,0.3,0.266667,-0.35,NA,26.529589,60.682046,2/2,0.050176,0.001505,False,False,False,15,15,0.233333,▲,39.285714,1,,0.4,▲,32.142857,1,,0.833333,▲,67.857143,1,,0.004762,▲,10.714286,0,NO_VOTE,0.666667,▲,60.714286,0,NO_VOTE,0.166667,▲,17.857143,1,,0.6,▲,82.142857,1,,-0.228571,▼,46.428571,0,NO_VOTE,0.433333,▲,53.571429,0,NO_VOTE,-0.433333,▼,10.714286,1,,0.395238,▲,46.428571,0,NO_VOTE,-0.266667,▼,3.571429,0,NO_VOTE,-0.828571,▼,82.142857,0,NO_VOTE,-0.166667,▼,10.714286,0,NO_VOTE,0.661905,▲,60.714286,0,NO_VOTE
2026-06-23,0.125,0.648637,76.666667,CROSS,4,2026-08-07,45,1.1405,0.061602,-0.240296,0.286697,,0.8125,-0.9375,,-0.0625,0.0625,CLEAN,13.453103,67.973571,29/12,,,True,False,True,30,16,2026-08-07,45,1.3188,0.06744,-1.034591,0.08663,,0.5625,-0.9375,,-0.1875,-0.0625,CLEAN,15.132409,55.296343,14/12,,,False,False,True,32,16,2026-08-07,45,0.006216,0.081121,1.900925,0.26064,,-0.9375,-0.9375,,-0.9375,-0.8125,CLEAN,16.59678,69.83486,20/7,,,False,False,True,28,16,2026-08-07,45,0.6903,0.084194,-1.372031,0.347136,,0.9375,0.8125,,0.875,1.0,CLEAN,16.348514,65.694028,15/9,,,True,False,True,22,16,2026-08-07,45,0.7052,0.04299,0.215529,0.695076,,0.5625,-0.933333,,-0.185417,-0.060417,PROXY,22.348601,85.367353,9/0,,,False,False,True,12,16,2026-08-07,45,1.2458,0.073733,-0.358217,0.534179,,0.9375,-0.6875,,0.125,0.25,NA,20.535069,94.72162,2/2,,,False,False,True,42,16,0.125,▲,30.0,1,PIN|NEXT,0.875,▲,56.666667,1,PIN|NEXT,-0.9375,▼,76.666667,1,PIN|NEXT,0.122917,▲,23.333333,0,NO_VOTE|PIN|NEXT,-0.1875,▼,23.333333,0,NO_VOTE|PIN|NEXT,0.75,▲,36.666667,1,NEXT,-1.0625,▼,96.666667,1,PIN|NEXT,-0.002083,▼,23.333333,0,NO_VOTE|NEXT,-0.3125,▼,43.333333,0,NO_VOTE|NEXT,1.8125,▲,96.666667,1,PIN|NEXT,0.752083,▲,76.666667,0,NO_VOTE|NEXT,1.0625,▲,56.666667,0,NO_VOTE|NEXT,1.060417,▲,90.0,0,NO_VOTE|PIN|NEXT,0.75,▲,70.0,0,NO_VOTE|PIN|NEXT,-0.310417,▼,36.666667,0,NO_VOTE|NEXT
2026-06-24,0.088235,0.654088,78.125,CROSS,4,2026-08-07,44,1.138,0.062697,-0.224226,0.293938,,0.823529,-0.823529,,0.0,0.088235,CLEAN,12.489241,78.320364,33/11,3.622199,-0.030907,True,False,True,28,17,2026-08-07,44,1.3161,0.068967,-1.045631,0.089762,,0.588235,-0.941176,,-0.176471,-0.088235,CLEAN,14.913007,55.975559,14/11,1.471206,0.015763,False,False,True,32,17,2026-08-07,44,0.006208,0.081489,1.767593,0.276084,,-0.823529,-0.941176,,-0.882353,-0.794118,CLEAN,16.612312,70.14199,21/7,3.178547,-0.021018,False,False,True,27,17,2026-08-07,44,0.68785,0.085115,-1.573259,0.394772,,0.941176,0.470588,,0.705882,0.794118,CLEAN,16.33515,69.754768,16/8,0.081811,-0.001909,False,False,True,23,17,2026-08-07,44,0.7041,0.049238,0.250879,0.525793,,0.470588,-0.8125,,-0.170956,-0.082721,PROXY,19.44591,91.873351,11/0,16.507839,-0.114049,False,True,True,13,17,2026-08-07,44,1.24195,0.074382,-0.300414,0.618782,,0.941176,-0.588235,,0.176471,0.264706,NA,20.535069,96.095445,2/2,0.0,0.0,False,False,True,48,17,0.176471,▲,34.375,1,PIN|NEXT,0.882353,▲,59.375,1,PIN|NEXT,-0.705882,▼,59.375,1,PIN|NEXT,0.170956,▲,34.375,0,NO_VOTE|PIN|FLOW|NEXT,-0.176471,▼,21.875,0,NO_VOTE|PIN|NEXT,0.705882,▲,34.375,1,NEXT,-0.882353,▼,84.375,1,NEXT,-0.005515,▼,28.125,0,NO_VOTE|FLOW|NEXT,-0.352941,▼,53.125,0,NO_VOTE|NEXT,1.588235,▲,90.625,1,NEXT,0.711397,▲,71.875,0,NO_VOTE|FLOW|NEXT,1.058824,▲,53.125,0,NO_VOTE|NEXT,0.876838,▲,78.125,0,NO_VOTE|FLOW|NEXT,0.529412,▲,53.125,0,NO_VOTE|NEXT,-0.347426,▼,46.875,0,NO_VOTE|FLOW|NEXT
2026-06-25,-0.138889,0.7413,88.235294,CROSS,4,2026-08-07,43,1.1397,0.060837,-0.152523,0.254674,,0.388889,-0.722222,,-0.166667,-0.305556,CLEAN,12.436681,78.024454,32/13,0.56386,-0.003039,True,False,True,28,18,2026-08-07,43,1.3198,0.06768,-0.856347,0.118374,,0.722222,0.166667,,0.444444,0.305556,CLEAN,14.899121,56.378686,14/12,0.093206,0.008389,False,False,True,33,18,2026-08-07,43,0.006207,0.08137,2.079357,0.27658,,-0.722222,-0.722222,,-0.722222,-0.861111,CLEAN,19.184664,70.078965,21/7,5.473885,0.019116,False,False,True,27,18,2026-08-07,43,0.69085,0.081691,-1.155904,0.332558,,0.722222,0.944444,,0.833333,0.694444,CLEAN,16.309943,65.307505,15/9,0.572207,-0.000817,True,False,True,22,18,2026-08-07,43,0.70595,0.044548,0.195582,0.415164,,0.055556,-0.941176,,-0.44281,-0.581699,PROXY,18.767507,73.083779,11/0,3.614776,0.016095,False,False,True,13,18,2026-08-07,43,1.24565,0.073067,-0.345302,0.544387,,0.833333,-0.611111,,0.111111,-0.027778,NA,20.535069,94.72162,2/2,0.0,0.001446,False,False,True,48,18,-0.611111,▼,79.411765,1,PIN|NEXT,0.555556,▲,32.352941,1,PIN|NEXT,-1.0,▼,85.294118,1,PIN|NEXT,0.276144,▲,44.117647,0,NO_VOTE|PIN|NEXT,-0.277778,▼,38.235294,0,NO_VOTE|PIN|NEXT,1.166667,▲,79.411765,1,NEXT,-0.388889,▼,61.764706,1,PIN|NEXT,0.887255,▲,85.294118,0,NO_VOTE|NEXT,0.333333,▲,50.0,0,NO_VOTE|NEXT,1.555556,▲,85.294118,1,PIN|NEXT,0.279412,▲,32.352941,0,NO_VOTE|NEXT,0.833333,▲,32.352941,0,NO_VOTE|NEXT,1.276144,▲,91.176471,0,NO_VOTE|PIN|NEXT,0.722222,▲,67.647059,0,NO_VOTE|PIN|NEXT,-0.553922,▼,61.764706,0,NO_VOTE|NEXT
2026-06-26,-0.105263,0.780316,91.666667,CROSS,4,2026-08-07,42,1.141,0.058017,0.006276,0.187094,,0.210526,-0.631579,,-0.210526,-0.315789,CLEAN,11.662354,63.124191,32/13,8.017467,-0.025607,True,False,True,26,19,2026-08-07,42,1.3199,0.066635,-0.870071,0.134011,,0.736842,0.105263,,0.421053,0.315789,CLEAN,14.315811,57.423756,15/13,3.135023,0.02597,False,False,True,31,19,2026-08-07,42,0.006208,0.072764,1.810728,0.272462,,-0.842105,-0.842105,,-0.842105,-0.947368,CLEAN,20.257355,70.007926,21/7,2.031205,0.006517,False,False,True,24,19,2026-08-07,42,0.6888,0.078904,-1.130984,0.345616,,0.736842,0.947368,,0.842105,0.736842,CLEAN,16.262042,68.490687,18/8,5.459225,0.003658,False,False,True,22,19,2026-08-07,42,0.70615,0.044278,0.228756,0.370122,,-0.421053,-0.722222,,-0.571637,-0.676901,PROXY,18.150852,71.240876,13/3,4.660046,-0.017061,True,False,True,11,19,2026-08-07,42,1.2456,0.071108,-0.25299,0.572099,,0.842105,-0.210526,,0.315789,0.210526,NA,19.189189,94.459459,2/2,7.013738,0.016631,False,False,True,45,19,-0.631579,▼,80.555556,1,PIN|NEXT,0.631579,▲,36.111111,1,PIN|NEXT,-1.052632,▼,91.666667,1,PIN|NEXT,0.361111,▲,58.333333,0,NO_VOTE|PIN|NEXT,-0.526316,▼,63.888889,0,NO_VOTE|PIN|NEXT,1.263158,▲,80.555556,1,NEXT,-0.421053,▼,63.888889,1,NEXT,0.99269,▲,86.111111,0,NO_VOTE|PIN|NEXT,0.105263,▲,13.888889,0,NO_VOTE|NEXT,1.684211,▲,91.666667,1,NEXT,0.270468,▲,30.555556,0,NO_VOTE|PIN|NEXT,1.157895,▲,63.888889,0,NO_VOTE|NEXT,1.413743,▲,91.666667,0,NO_VOTE|PIN|NEXT,0.526316,▲,47.222222,0,NO_VOTE|NEXT,-0.887427,▼,69.444444,0,NO_VOTE|PIN|NEXT
2026-06-29,-0.075,0.81543,97.368421,CROSS,4,2026-08-07,39,1.1448,0.057832,0.123739,0.112567,,-0.15,-0.55,,-0.35,-0.425,CLEAN,11.516787,62.609556,30/15,1.292044,-0.006808,True,False,True,25,20,2026-08-07,39,1.3257,0.065644,-0.846517,0.1656,,0.75,0.25,,0.5,0.425,CLEAN,14.242938,56.173271,15/15,0.511637,0.000502,False,False,True,30,20,2026-08-07,39,0.006197,0.077169,1.992428,0.306837,,-0.55,-0.65,,-0.6,-0.675,CLEAN,20.499026,72.938503,21/7,0.526831,0.013847,False,False,True,23,20,2026-08-07,39,0.6884,0.078363,-1.293849,0.362086,,0.85,0.75,,0.8,0.725,CLEAN,16.462103,68.999114,18/9,1.515735,0.005395,False,False,True,20,20,2026-08-07,39,0.7056,0.044433,0.290991,0.386632,,-0.15,-0.526316,,-0.338158,-0.413158,PROXY,17.851161,71.715721,14/2,1.678832,0.016788,True,False,True,12,20,2026-08-07,39,1.24885,0.07008,-0.322639,0.512867,,0.55,-0.55,,0.0,-0.075,NA,19.060403,94.496644,2/2,0.675676,0.006757,False,False,True,45,20,-0.85,▼,92.105263,1,PIN|NEXT,0.25,▲,18.421053,1,PIN|NEXT,-1.15,▼,97.368421,1,PIN|NEXT,-0.011842,▼,13.157895,0,NO_VOTE|PIN|NEXT,-0.35,▼,55.263158,0,NO_VOTE|PIN|NEXT,1.1,▲,71.052632,1,NEXT,-0.3,▼,50.0,1,NEXT,0.838158,▲,76.315789,0,NO_VOTE|PIN|NEXT,0.5,▲,65.789474,0,NO_VOTE|NEXT,1.4,▲,71.052632,1,NEXT,0.261842,▲,28.947368,0,NO_VOTE|PIN|NEXT,0.6,▲,18.421053,0,NO_VOTE|NEXT,1.138158,▲,81.578947,0,NO_VOTE|PIN|NEXT,0.8,▲,78.947368,0,NO_VOTE|NEXT,-0.338158,▼,39.473684,0,NO_VOTE|PIN|NEXT
2026-06-30,-0.047619,0.7766,82.5,CROSS,4,2026-08-07,38,1.14425,0.056864,0.165748,0.057849,-0.228849,-0.285714,-0.47619,-0.727273,-0.47619,-0.52381,CLEAN,12.857057,57.990227,30/16,5.85418,-0.062309,True,False,True,25,21,2026-08-07,38,1.3255,0.064531,-0.781264,0.140546,0.053916,0.666667,0.571429,-0.363636,0.571429,0.52381,CLEAN,14.071591,54.767774,15/15,1.217686,-0.024953,False,False,True,28,21,2026-08-07,38,0.006173,0.082748,2.189985,0.417445,0.156805,-0.47619,-0.47619,0.727273,-0.47619,-0.52381,CLEAN,22.845853,74.626105,21/6,9.154995,0.083387,False,False,True,26,21,2026-08-07,38,0.69145,0.078276,-1.220823,0.352582,0.005445,0.761905,0.761905,-0.181818,0.761905,0.714286,CLEAN,25.533881,71.437372,17/10,23.244338,0.22966,False,True,True,19,21,2026-08-07,38,0.70555,0.043613,0.34934,0.366262,-0.328814,-0.571429,-0.45,-0.909091,-0.571429,-0.619048,PROXY,17.589577,71.126105,14/2,2.847571,-0.001196,True,False,True,12,21,2026-08-07,38,1.24755,0.06812,-0.2214,0.554405,0.020225,0.761905,-0.095238,0.363636,0.363636,0.316017,NA,18.971276,94.188377,2/2,0.469799,-0.002013,False,False,True,41,21,-1.047619,▼,97.5,1,PIN|NEXT,0.0,—,5.0,1,PIN|NEXT,-1.238095,▼,97.5,1,PIN|FLOW|NEXT,0.095238,▲,22.5,0,NO_VOTE|PIN|NEXT,-0.839827,▼,77.5,0,NO_VOTE|PIN|NEXT,1.047619,▲,62.5,1,NEXT,-0.190476,▼,37.5,1,FLOW|NEXT,1.142857,▲,87.5,0,NO_VOTE|PIN|NEXT,0.207792,▲,22.5,0,NO_VOTE|NEXT,1.238095,▲,67.5,1,FLOW|NEXT,-0.095238,▼,17.5,0,NO_VOTE|PIN|NEXT,0.839827,▲,37.5,0,NO_VOTE|NEXT,1.333333,▲,87.5,0,NO_VOTE|PIN|FLOW|NEXT,0.398268,▲,32.5,0,NO_VOTE|FLOW|NEXT,-0.935065,▼,72.5,0,NO_VOTE|PIN|NEXT
2026-07-01,-0.162879,0.404345,50.0,CROSS,4,2026-08-07,37,1.1402,0.056755,0.146739,0.135273,-0.158665,0.045455,-0.5,-0.083333,-0.083333,-0.246212,CLEAN,12.735773,58.637866,32/14,3.545682,0.035396,True,False,True,25,22,2026-08-07,37,1.3279,0.0638,-0.723159,0.114408,0.024645,0.409091,0.681818,-0.416667,0.409091,0.246212,CLEAN,13.407088,53.543971,16/16,5.177004,-0.020215,False,False,True,29,22,2026-08-07,37,0.006176,0.07843,2.055259,0.481912,0.205828,-0.136364,-0.590909,0.916667,-0.136364,-0.299242,CLEAN,21.236627,78.096102,21/6,17.160945,0.160138,False,True,True,22,22,2026-08-07,37,0.689,0.078397,-1.275329,0.423109,0.028337,0.954545,0.681818,-0.083333,0.681818,0.518939,CLEAN,25.377827,74.358454,18/9,1.221766,-0.002156,False,False,True,19,22,2026-08-07,37,0.7049,0.051998,0.152194,0.317748,-0.208045,-0.863636,-0.952381,-0.75,-0.863636,-1.026515,PROXY,16.016949,83.241525,14/1,9.81852,-0.042811,True,False,True,11,22,2026-08-07,37,1.24595,0.070135,-0.203788,0.588873,-0.029909,0.863636,0.136364,0.083333,0.136364,-0.026515,NA,18.971276,94.188377,2/2,0.0,0.0,False,False,True,47,22,-0.492424,▼,64.285714,1,PIN|NEXT,0.05303,▲,11.904762,1,PIN|FLOW|NEXT,-0.765152,▼,50.0,1,PIN|NEXT,0.780303,▲,78.571429,0,NO_VOTE|PIN|NEXT,-0.219697,▼,30.952381,0,NO_VOTE|PIN|NEXT,0.545455,▲,21.428571,1,FLOW|NEXT,-0.272727,▼,50.0,1,NEXT,1.272727,▲,97.619048,0,NO_VOTE|PIN|NEXT,0.272727,▲,40.47619,0,NO_VOTE|NEXT,0.818182,▲,40.47619,1,FLOW|NEXT,-0.727273,▼,78.571429,0,NO_VOTE|PIN|FLOW|NEXT,0.272727,▲,7.142857,0,NO_VOTE|FLOW|NEXT,1.545455,▲,97.619048,0,NO_VOTE|PIN|NEXT,0.545455,▲,59.52381,0,NO_VOTE|NEXT,-1.0,▼,78.571429,0,NO_VOTE|PIN|NEXT
2026-07-02,0.130435,0.70907,70.454545,CROSS,4,2026-08-07,36,1.1453,0.052166,0.223716,0.021509,-0.233166,-0.608696,-0.347826,-0.769231,-0.608696,-0.478261,CLEAN,12.793893,52.67321,25/13,0.171869,-0.034869,True,False,False,23,23,2026-08-07,36,1.3348,0.060052,-0.744149,0.155823,0.037449,0.695652,0.608696,-0.307692,0.608696,0.73913,CLEAN,11.814419,52.216281,11/14,8.719295,0.043503,False,False,False,26,23,2026-08-07,36,0.00623,0.078663,2.621349,0.282487,0.005907,-0.608696,-0.347826,-0.923077,-0.608696,-0.478261,CLEAN,20.781722,76.372331,14/7,9.203989,-0.040834,False,False,False,25,23,2026-08-07,36,0.69145,0.075363,-1.096487,0.331564,-0.000994,0.347826,0.956522,-0.307692,0.347826,0.478261,CLEAN,24.591607,69.871858,11/7,3.692058,-0.001623,False,False,False,17,23,2026-08-07,36,0.70655,0.042267,0.336117,0.245541,-0.169623,-0.956522,-0.409091,-0.461538,-0.461538,-0.331104,PROXY,22.06514,68.468146,7/3,18.389831,0.094492,False,True,False,11,23,2026-08-07,36,1.2542,0.066187,-0.152175,0.405784,-0.138604,0.347826,0.521739,-0.307692,0.347826,0.478261,NA,19.060403,93.758389,3/0,-0.467602,0.01002,False,False,False,34,23,-1.217391,▼,97.727273,1,PIN,0.0,—,6.818182,1,PIN,-0.956522,▼,65.909091,1,PIN,-0.147157,▼,34.090909,0,NO_VOTE|PIN|FLOW,-0.956522,▼,88.636364,0,NO_VOTE|PIN,1.217391,▲,79.545455,1,,0.26087,▲,47.727273,1,,1.070234,▲,79.545455,0,NO_VOTE|FLOW,0.26087,▲,38.636364,0,NO_VOTE,0.956522,▲,47.727273,1,,0.147157,▲,20.454545,0,NO_VOTE|FLOW,0.956522,▲,43.181818,0,NO_VOTE,0.809365,▲,47.727273,0,NO_VOTE|FLOW,0.0,—,4.545455,0,NO_VOTE,-0.809365,▼,61.363636,0,NO_VOTE|FLOW
2026-07-06,0.208333,0.12355,15.217391,DOLLAR_PURE,4,2026-08-07,32,1.14625,0.05136,0.219821,-0.045644,-0.232738,-0.791667,-0.375,-0.642857,-0.642857,-0.434524,CLEAN,12.274363,51.009547,25/13,4.635405,-0.042225,False,False,False,27,24,2026-08-07,32,1.3395,0.057598,-0.726975,0.062584,-0.071427,-0.041667,0.625,-0.5,-0.041667,0.166667,CLEAN,10.597153,47.052908,11/17,11.48672,-0.033115,False,False,False,30,24,2026-08-07,32,0.006193,0.07433,2.639288,0.472178,0.199716,-0.208333,-0.291667,0.785714,-0.208333,0.0,CLEAN,21.26829,81.738534,15/6,11.436921,0.111048,False,False,False,29,24,2026-08-07,32,0.69525,0.070672,-1.05991,0.204529,-0.141087,-0.208333,0.958333,-0.928571,-0.208333,0.0,CLEAN,24.076201,56.969175,11/8,2.181356,0.01164,False,False,False,23,24,2026-08-07,32,0.70515,0.043671,0.375938,0.290245,-0.079877,-0.791667,-0.26087,-0.071429,-0.26087,-0.052536,PROXY,20.789074,69.819592,7/2,6.138153,0.04456,False,False,False,28,24,2026-08-07,32,1.2518,0.064997,-0.085227,0.382071,-0.190028,0.291667,0.625,-0.357143,0.291667,0.5,NA,26.899612,93.122573,3/0,21.006711,-0.078523,True,True,False,26,24,-0.60119,▼,63.043478,1,,-0.434524,▼,41.304348,1,,-0.434524,▼,32.608696,1,,-0.381988,▼,63.043478,0,NO_VOTE,-0.934524,▼,84.782609,0,NO_VOTE|PIN|FLOW,0.166667,▲,15.217391,1,,0.166667,▲,32.608696,1,,0.219203,▲,36.956522,0,NO_VOTE,-0.333333,▼,52.173913,0,NO_VOTE|PIN|FLOW,0.0,—,2.173913,1,,-0.052536,▼,15.217391,0,NO_VOTE,0.5,▲,15.217391,0,NO_VOTE|PIN|FLOW,0.052536,▲,10.869565,0,NO_VOTE,-0.5,▼,45.652174,0,NO_VOTE|PIN|FLOW,-0.552536,▼,50.0,0,NO_VOTE|PIN|FLOW
2026-07-07,0.24,0.237216,35.416667,CROSS,4,2026-08-07,31,1.1438,0.052302,0.201014,-0.035428,-0.147995,-0.72,-0.4,0.266667,-0.4,-0.16,CLEAN,11.780703,55.043364,26/14,2.704167,-0.027181,True,False,False,27,25,2026-08-07,31,1.3364,0.058012,-0.623511,0.060724,-0.104875,-0.08,0.96,-0.533333,-0.08,0.16,CLEAN,9.651286,45.910532,12/17,9.800433,-0.031018,False,False,False,31,25,2026-08-07,31,0.006196,0.070523,2.196933,0.43266,0.125823,-0.4,-0.4,0.266667,-0.4,-0.16,CLEAN,16.24903,80.282565,16/6,-4.028966,-0.055607,False,False,False,27,25,2026-08-07,31,0.69285,0.069648,-0.97186,0.257275,-0.104811,0.0,0.96,-0.8,0.0,0.24,CLEAN,22.129344,67.41751,14/9,8.797626,-0.020965,False,False,False,23,25,2026-08-07,31,0.7058,0.042945,0.455003,0.094621,-0.29201,-0.96,-0.208333,-0.8,-0.8,-0.56,PROXY,15.455001,59.212835,12/3,34.513573,0.08953,False,True,False,27,25,2026-08-07,31,1.2475,0.064619,-0.234816,0.525324,0.012456,0.48,-0.24,0.266667,0.266667,0.506667,NA,27.03456,94.091416,3/0,-0.499168,0.000555,False,False,False,25,25,-0.32,▼,52.083333,1,PIN,0.0,—,8.333333,1,PIN,-0.4,▼,27.083333,1,PIN,0.4,▲,64.583333,0,NO_VOTE|PIN|FLOW,-0.666667,▼,60.416667,0,NO_VOTE|PIN,0.32,▲,18.75,1,,-0.08,▼,27.083333,1,,0.72,▲,60.416667,0,NO_VOTE|FLOW,-0.346667,▼,60.416667,0,NO_VOTE,0.4,▲,10.416667,1,,-0.4,▼,56.25,0,NO_VOTE|FLOW,0.666667,▲,29.166667,0,NO_VOTE,0.8,▲,47.916667,0,NO_VOTE|FLOW,-0.266667,▼,27.083333,0,NO_VOTE,-1.066667,▼,81.25,0,NO_VOTE|FLOW
