Date,Value,Source
2014-02-03,2.595,RBA F2 daily FCMYGBAG2D
2014-02-04,2.635,RBA F2 daily FCMYGBAG2D
2014-02-05,2.651,RBA F2 daily FCMYGBAG2D
2014-02-06,2.695,RBA F2 daily FCMYGBAG2D
2014-02-07,2.738,RBA F2 daily FCMYGBAG2D
2014-02-10,2.729,RBA F2 daily FCMYGBAG2D
2014-02-11,2.764,RBA F2 daily FCMYGBAG2D
2014-02-12,2.78,RBA F2 daily FCMYGBAG2D
2014-02-13,2.722,RBA F2 daily FCMYGBAG2D
2014-02-14,2.694,RBA F2 daily FCMYGBAG2D
2014-02-17,2.734,RBA F2 daily FCMYGBAG2D
2014-02-18,2.751,RBA F2 daily FCMYGBAG2D
2014-02-19,2.715,RBA F2 daily FCMYGBAG2D
2014-02-20,2.707,RBA F2 daily FCMYGBAG2D
2014-02-21,2.758,RBA F2 daily FCMYGBAG2D
2014-02-24,2.714,RBA F2 daily FCMYGBAG2D
2014-02-25,2.713,RBA F2 daily FCMYGBAG2D
2014-02-26,2.687,RBA F2 daily FCMYGBAG2D
2014-02-27,2.617,RBA F2 daily FCMYGBAG2D
2014-02-28,2.598,RBA F2 daily FCMYGBAG2D
2014-03-03,2.561,RBA F2 daily FCMYGBAG2D
2014-03-04,2.614,RBA F2 daily FCMYGBAG2D
2014-03-05,2.674,RBA F2 daily FCMYGBAG2D
2014-03-06,2.722,RBA F2 daily FCMYGBAG2D
2014-03-07,2.747,RBA F2 daily FCMYGBAG2D
2014-03-10,2.756,RBA F2 daily FCMYGBAG2D
2014-03-11,2.735,RBA F2 daily FCMYGBAG2D
2014-03-12,2.723,RBA F2 daily FCMYGBAG2D
2014-03-13,2.78,RBA F2 daily FCMYGBAG2D
2014-03-14,2.682,RBA F2 daily FCMYGBAG2D
2014-03-17,2.715,RBA F2 daily FCMYGBAG2D
2014-03-18,2.748,RBA F2 daily FCMYGBAG2D
2014-03-19,2.737,RBA F2 daily FCMYGBAG2D
2014-03-20,2.778,RBA F2 daily FCMYGBAG2D
2014-03-21,2.801,RBA F2 daily FCMYGBAG2D
2014-03-24,2.807,RBA F2 daily FCMYGBAG2D
2014-03-25,2.766,RBA F2 daily FCMYGBAG2D
2014-03-26,2.785,RBA F2 daily FCMYGBAG2D
2014-03-27,2.779,RBA F2 daily FCMYGBAG2D
2014-03-28,2.761,RBA F2 daily FCMYGBAG2D
2014-03-31,2.782,RBA F2 daily FCMYGBAG2D
2014-04-01,2.81,RBA F2 daily FCMYGBAG2D
2014-04-02,2.821,RBA F2 daily FCMYGBAG2D
2014-04-03,2.829,RBA F2 daily FCMYGBAG2D
2014-04-04,2.809,RBA F2 daily FCMYGBAG2D
2014-04-07,2.763,RBA F2 daily FCMYGBAG2D
2014-04-08,2.765,RBA F2 daily FCMYGBAG2D
2014-04-09,2.762,RBA F2 daily FCMYGBAG2D
2014-04-10,2.789,RBA F2 daily FCMYGBAG2D
2014-04-11,2.762,RBA F2 daily FCMYGBAG2D
2014-04-14,2.732,RBA F2 daily FCMYGBAG2D
2014-04-15,2.755,RBA F2 daily FCMYGBAG2D
2014-04-16,2.751,RBA F2 daily FCMYGBAG2D
2014-04-17,2.739,RBA F2 daily FCMYGBAG2D
2014-04-22,2.774,RBA F2 daily FCMYGBAG2D
2014-04-23,2.727,RBA F2 daily FCMYGBAG2D
2014-04-24,2.711,RBA F2 daily FCMYGBAG2D
2014-04-28,2.7,RBA F2 daily FCMYGBAG2D
2014-04-30,2.732,RBA F2 daily FCMYGBAG2D
2014-05-01,2.727,RBA F2 daily FCMYGBAG2D
2014-05-02,2.722,RBA F2 daily FCMYGBAG2D
2014-05-06,2.696,RBA F2 daily FCMYGBAG2D
2014-05-07,2.675,RBA F2 daily FCMYGBAG2D
2014-05-08,2.703,RBA F2 daily FCMYGBAG2D
2014-05-09,2.686,RBA F2 daily FCMYGBAG2D
2014-05-12,2.698,RBA F2 daily FCMYGBAG2D
2014-05-13,2.704,RBA F2 daily FCMYGBAG2D
2014-05-14,2.686,RBA F2 daily FCMYGBAG2D
2014-05-15,2.672,RBA F2 daily FCMYGBAG2D
2014-05-16,2.667,RBA F2 daily FCMYGBAG2D
2014-05-19,2.657,RBA F2 daily FCMYGBAG2D
2014-05-20,2.67,RBA F2 daily FCMYGBAG2D
2014-05-21,2.6,RBA F2 daily FCMYGBAG2D
2014-05-22,2.645,RBA F2 daily FCMYGBAG2D
2014-05-23,2.658,RBA F2 daily FCMYGBAG2D
2014-05-26,2.638,RBA F2 daily FCMYGBAG2D
2014-05-27,2.66,RBA F2 daily FCMYGBAG2D
2014-05-28,2.653,RBA F2 daily FCMYGBAG2D
2014-05-29,2.617,RBA F2 daily FCMYGBAG2D
2014-05-30,2.623,RBA F2 daily FCMYGBAG2D
2014-06-02,2.626,RBA F2 daily FCMYGBAG2D
2014-06-03,2.644,RBA F2 daily FCMYGBAG2D
2014-06-04,2.687,RBA F2 daily FCMYGBAG2D
2014-06-05,2.68,RBA F2 daily FCMYGBAG2D
2014-06-06,2.685,RBA F2 daily FCMYGBAG2D
2014-06-10,2.694,RBA F2 daily FCMYGBAG2D
2014-06-11,2.727,RBA F2 daily FCMYGBAG2D
2014-06-12,2.69,RBA F2 daily FCMYGBAG2D
2014-06-13,2.686,RBA F2 daily FCMYGBAG2D
2014-06-16,2.673,RBA F2 daily FCMYGBAG2D
2014-06-17,2.614,RBA F2 daily FCMYGBAG2D
2014-06-18,2.631,RBA F2 daily FCMYGBAG2D
2014-06-19,2.576,RBA F2 daily FCMYGBAG2D
2014-06-20,2.585,RBA F2 daily FCMYGBAG2D
2014-06-23,2.603,RBA F2 daily FCMYGBAG2D
2014-06-24,2.559,RBA F2 daily FCMYGBAG2D
2014-06-25,2.53,RBA F2 daily FCMYGBAG2D
2014-06-26,2.53,RBA F2 daily FCMYGBAG2D
2014-06-27,2.512,RBA F2 daily FCMYGBAG2D
2014-06-30,2.531,RBA F2 daily FCMYGBAG2D
2014-07-01,2.567,RBA F2 daily FCMYGBAG2D
2014-07-02,2.544,RBA F2 daily FCMYGBAG2D
2014-07-03,2.499,RBA F2 daily FCMYGBAG2D
2014-07-04,2.531,RBA F2 daily FCMYGBAG2D
2014-07-07,2.545,RBA F2 daily FCMYGBAG2D
2014-07-08,2.56,RBA F2 daily FCMYGBAG2D
2014-07-09,2.534,RBA F2 daily FCMYGBAG2D
2014-07-10,2.49,RBA F2 daily FCMYGBAG2D
2014-07-11,2.459,RBA F2 daily FCMYGBAG2D
2014-07-14,2.489,RBA F2 daily FCMYGBAG2D
2014-07-15,2.471,RBA F2 daily FCMYGBAG2D
2014-07-16,2.464,RBA F2 daily FCMYGBAG2D
2014-07-17,2.476,RBA F2 daily FCMYGBAG2D
2014-07-18,2.471,RBA F2 daily FCMYGBAG2D
2014-07-21,2.518,RBA F2 daily FCMYGBAG2D
2014-07-22,2.527,RBA F2 daily FCMYGBAG2D
2014-07-23,2.566,RBA F2 daily FCMYGBAG2D
2014-07-24,2.58,RBA F2 daily FCMYGBAG2D
2014-07-25,2.576,RBA F2 daily FCMYGBAG2D
2014-07-28,2.569,RBA F2 daily FCMYGBAG2D
2014-07-29,2.593,RBA F2 daily FCMYGBAG2D
2014-07-30,2.568,RBA F2 daily FCMYGBAG2D
2014-07-31,2.603,RBA F2 daily FCMYGBAG2D
2014-08-01,2.623,RBA F2 daily FCMYGBAG2D
2014-08-05,2.606,RBA F2 daily FCMYGBAG2D
2014-08-06,2.634,RBA F2 daily FCMYGBAG2D
2014-08-07,2.536,RBA F2 daily FCMYGBAG2D
2014-08-08,2.445,RBA F2 daily FCMYGBAG2D
2014-08-11,2.529,RBA F2 daily FCMYGBAG2D
2014-08-12,2.547,RBA F2 daily FCMYGBAG2D
2014-08-13,2.564,RBA F2 daily FCMYGBAG2D
2014-08-14,2.508,RBA F2 daily FCMYGBAG2D
2014-08-18,2.501,RBA F2 daily FCMYGBAG2D
2014-08-19,2.527,RBA F2 daily FCMYGBAG2D
2014-08-20,2.552,RBA F2 daily FCMYGBAG2D
2014-08-21,2.588,RBA F2 daily FCMYGBAG2D
2014-08-22,2.605,RBA F2 daily FCMYGBAG2D
2014-08-25,2.597,RBA F2 daily FCMYGBAG2D
2014-08-26,2.55,RBA F2 daily FCMYGBAG2D
2014-08-27,2.533,RBA F2 daily FCMYGBAG2D
2014-08-28,2.553,RBA F2 daily FCMYGBAG2D
2014-08-29,2.544,RBA F2 daily FCMYGBAG2D
2014-09-01,2.555,RBA F2 daily FCMYGBAG2D
2014-09-02,2.585,RBA F2 daily FCMYGBAG2D
2014-09-03,2.616,RBA F2 daily FCMYGBAG2D
2014-09-04,2.609,RBA F2 daily FCMYGBAG2D
2014-09-05,2.634,RBA F2 daily FCMYGBAG2D
2014-09-08,2.628,RBA F2 daily FCMYGBAG2D
2014-09-09,2.691,RBA F2 daily FCMYGBAG2D
2014-09-10,2.694,RBA F2 daily FCMYGBAG2D
2014-09-11,2.725,RBA F2 daily FCMYGBAG2D
2014-09-12,2.712,RBA F2 daily FCMYGBAG2D
2014-09-16,2.693,RBA F2 daily FCMYGBAG2D
2014-09-17,2.709,RBA F2 daily FCMYGBAG2D
2014-09-18,2.758,RBA F2 daily FCMYGBAG2D
2014-09-19,2.765,RBA F2 daily FCMYGBAG2D
2014-09-22,2.711,RBA F2 daily FCMYGBAG2D
2014-09-23,2.64,RBA F2 daily FCMYGBAG2D
2014-09-24,2.687,RBA F2 daily FCMYGBAG2D
2014-09-25,2.662,RBA F2 daily FCMYGBAG2D
2014-09-26,2.625,RBA F2 daily FCMYGBAG2D
2014-09-29,2.618,RBA F2 daily FCMYGBAG2D
2014-09-30,2.602,RBA F2 daily FCMYGBAG2D
2014-10-01,2.607,RBA F2 daily FCMYGBAG2D
2014-10-02,2.584,RBA F2 daily FCMYGBAG2D
2014-10-03,2.616,RBA F2 daily FCMYGBAG2D
2014-10-07,2.591,RBA F2 daily FCMYGBAG2D
2014-10-08,2.581,RBA F2 daily FCMYGBAG2D
2014-10-09,2.568,RBA F2 daily FCMYGBAG2D
2014-10-10,2.541,RBA F2 daily FCMYGBAG2D
2014-10-13,2.521,RBA F2 daily FCMYGBAG2D
2014-10-14,2.522,RBA F2 daily FCMYGBAG2D
2014-10-15,2.558,RBA F2 daily FCMYGBAG2D
2014-10-16,2.484,RBA F2 daily FCMYGBAG2D
2014-10-17,2.514,RBA F2 daily FCMYGBAG2D
2014-10-20,2.53,RBA F2 daily FCMYGBAG2D
2014-10-21,2.455,RBA F2 daily FCMYGBAG2D
2014-10-22,2.475,RBA F2 daily FCMYGBAG2D
2014-10-23,2.478,RBA F2 daily FCMYGBAG2D
2014-10-24,2.487,RBA F2 daily FCMYGBAG2D
2014-10-27,2.51,RBA F2 daily FCMYGBAG2D
2014-10-28,2.472,RBA F2 daily FCMYGBAG2D
2014-10-29,2.51,RBA F2 daily FCMYGBAG2D
2014-10-30,2.524,RBA F2 daily FCMYGBAG2D
2014-10-31,2.5,RBA F2 daily FCMYGBAG2D
2014-11-03,2.481,RBA F2 daily FCMYGBAG2D
2014-11-04,2.508,RBA F2 daily FCMYGBAG2D
2014-11-05,2.493,RBA F2 daily FCMYGBAG2D
2014-11-06,2.495,RBA F2 daily FCMYGBAG2D
2014-11-07,2.542,RBA F2 daily FCMYGBAG2D
2014-11-10,2.514,RBA F2 daily FCMYGBAG2D
2014-11-11,2.539,RBA F2 daily FCMYGBAG2D
2014-11-12,2.551,RBA F2 daily FCMYGBAG2D
2014-11-13,2.558,RBA F2 daily FCMYGBAG2D
2014-11-14,2.554,RBA F2 daily FCMYGBAG2D
2014-11-17,2.535,RBA F2 daily FCMYGBAG2D
2014-11-18,2.541,RBA F2 daily FCMYGBAG2D
2014-11-19,2.522,RBA F2 daily FCMYGBAG2D
2014-11-20,2.523,RBA F2 daily FCMYGBAG2D
2014-11-21,2.523,RBA F2 daily FCMYGBAG2D
2014-11-24,2.519,RBA F2 daily FCMYGBAG2D
2014-11-25,2.492,RBA F2 daily FCMYGBAG2D
2014-11-26,2.449,RBA F2 daily FCMYGBAG2D
2014-11-27,2.455,RBA F2 daily FCMYGBAG2D
2014-11-28,2.424,RBA F2 daily FCMYGBAG2D
2014-12-01,2.383,RBA F2 daily FCMYGBAG2D
2014-12-02,2.44,RBA F2 daily FCMYGBAG2D
2014-12-03,2.385,RBA F2 daily FCMYGBAG2D
2014-12-04,2.369,RBA F2 daily FCMYGBAG2D
2014-12-05,2.312,RBA F2 daily FCMYGBAG2D
2014-12-08,2.344,RBA F2 daily FCMYGBAG2D
2014-12-09,2.307,RBA F2 daily FCMYGBAG2D
2014-12-10,2.277,RBA F2 daily FCMYGBAG2D
2014-12-11,2.246,RBA F2 daily FCMYGBAG2D
2014-12-12,2.31,RBA F2 daily FCMYGBAG2D
2014-12-15,2.28,RBA F2 daily FCMYGBAG2D
2014-12-16,2.284,RBA F2 daily FCMYGBAG2D
2014-12-17,2.243,RBA F2 daily FCMYGBAG2D
2014-12-18,2.267,RBA F2 daily FCMYGBAG2D
2014-12-19,2.32,RBA F2 daily FCMYGBAG2D
2014-12-22,2.269,RBA F2 daily FCMYGBAG2D
2014-12-23,2.271,RBA F2 daily FCMYGBAG2D
2014-12-24,2.285,RBA F2 daily FCMYGBAG2D
2014-12-29,2.262,RBA F2 daily FCMYGBAG2D
2014-12-30,2.214,RBA F2 daily FCMYGBAG2D
2014-12-31,2.191,RBA F2 daily FCMYGBAG2D
2015-01-02,2.224,RBA F2 daily FCMYGBAG2D
2015-01-05,2.198,RBA F2 daily FCMYGBAG2D
2015-01-06,2.196,RBA F2 daily FCMYGBAG2D
2015-01-07,2.159,RBA F2 daily FCMYGBAG2D
2015-01-08,2.204,RBA F2 daily FCMYGBAG2D
2015-01-09,2.203,RBA F2 daily FCMYGBAG2D
2015-01-12,2.195,RBA F2 daily FCMYGBAG2D
2015-01-13,2.157,RBA F2 daily FCMYGBAG2D
2015-01-14,2.146,RBA F2 daily FCMYGBAG2D
2015-01-15,2.21,RBA F2 daily FCMYGBAG2D
2015-01-16,2.129,RBA F2 daily FCMYGBAG2D
2015-01-19,2.161,RBA F2 daily FCMYGBAG2D
2015-01-20,2.18,RBA F2 daily FCMYGBAG2D
2015-01-21,2.144,RBA F2 daily FCMYGBAG2D
2015-01-22,2.108,RBA F2 daily FCMYGBAG2D
2015-01-23,2.119,RBA F2 daily FCMYGBAG2D
2015-01-27,2.092,RBA F2 daily FCMYGBAG2D
2015-01-28,2.154,RBA F2 daily FCMYGBAG2D
2015-01-29,1.993,RBA F2 daily FCMYGBAG2D
2015-01-30,1.963,RBA F2 daily FCMYGBAG2D
2015-02-02,1.989,RBA F2 daily FCMYGBAG2D
2015-02-03,1.836,RBA F2 daily FCMYGBAG2D
2015-02-04,1.94,RBA F2 daily FCMYGBAG2D
2015-02-05,1.903,RBA F2 daily FCMYGBAG2D
2015-02-06,1.937,RBA F2 daily FCMYGBAG2D
2015-02-09,1.972,RBA F2 daily FCMYGBAG2D
2015-02-10,1.966,RBA F2 daily FCMYGBAG2D
2015-02-11,1.965,RBA F2 daily FCMYGBAG2D
2015-02-12,1.876,RBA F2 daily FCMYGBAG2D
2015-02-13,1.861,RBA F2 daily FCMYGBAG2D
2015-02-16,1.879,RBA F2 daily FCMYGBAG2D
2015-02-17,1.872,RBA F2 daily FCMYGBAG2D
2015-02-18,1.901,RBA F2 daily FCMYGBAG2D
2015-02-19,1.849,RBA F2 daily FCMYGBAG2D
2015-02-20,1.872,RBA F2 daily FCMYGBAG2D
2015-02-23,1.88,RBA F2 daily FCMYGBAG2D
2015-02-24,1.87,RBA F2 daily FCMYGBAG2D
2015-02-25,1.864,RBA F2 daily FCMYGBAG2D
2015-02-26,1.8,RBA F2 daily FCMYGBAG2D
2015-02-27,1.785,RBA F2 daily FCMYGBAG2D
2015-03-02,1.803,RBA F2 daily FCMYGBAG2D
2015-03-03,1.865,RBA F2 daily FCMYGBAG2D
2015-03-04,1.909,RBA F2 daily FCMYGBAG2D
2015-03-05,1.921,RBA F2 daily FCMYGBAG2D
2015-03-06,1.908,RBA F2 daily FCMYGBAG2D
2015-03-09,1.961,RBA F2 daily FCMYGBAG2D
2015-03-10,1.934,RBA F2 daily FCMYGBAG2D
2015-03-11,1.866,RBA F2 daily FCMYGBAG2D
2015-03-12,1.824,RBA F2 daily FCMYGBAG2D
2015-03-13,1.876,RBA F2 daily FCMYGBAG2D
2015-03-16,1.827,RBA F2 daily FCMYGBAG2D
2015-03-17,1.853,RBA F2 daily FCMYGBAG2D
2015-03-18,1.848,RBA F2 daily FCMYGBAG2D
2015-03-19,1.784,RBA F2 daily FCMYGBAG2D
2015-03-20,1.765,RBA F2 daily FCMYGBAG2D
2015-03-23,1.776,RBA F2 daily FCMYGBAG2D
2015-03-24,1.777,RBA F2 daily FCMYGBAG2D
2015-03-25,1.747,RBA F2 daily FCMYGBAG2D
2015-03-26,1.751,RBA F2 daily FCMYGBAG2D
2015-03-27,1.787,RBA F2 daily FCMYGBAG2D
2015-03-30,1.74,RBA F2 daily FCMYGBAG2D
2015-03-31,1.718,RBA F2 daily FCMYGBAG2D
2015-04-01,1.737,RBA F2 daily FCMYGBAG2D
2015-04-02,1.699,RBA F2 daily FCMYGBAG2D
2015-04-07,1.774,RBA F2 daily FCMYGBAG2D
2015-04-08,1.765,RBA F2 daily FCMYGBAG2D
2015-04-09,1.766,RBA F2 daily FCMYGBAG2D
2015-04-10,1.795,RBA F2 daily FCMYGBAG2D
2015-04-13,1.755,RBA F2 daily FCMYGBAG2D
2015-04-14,1.725,RBA F2 daily FCMYGBAG2D
2015-04-15,1.706,RBA F2 daily FCMYGBAG2D
2015-04-16,1.831,RBA F2 daily FCMYGBAG2D
2015-04-17,1.832,RBA F2 daily FCMYGBAG2D
2015-04-20,1.866,RBA F2 daily FCMYGBAG2D
2015-04-21,1.856,RBA F2 daily FCMYGBAG2D
2015-04-22,1.911,RBA F2 daily FCMYGBAG2D
2015-04-23,1.942,RBA F2 daily FCMYGBAG2D
2015-04-24,1.946,RBA F2 daily FCMYGBAG2D
2015-04-27,1.904,RBA F2 daily FCMYGBAG2D
2015-04-28,1.958,RBA F2 daily FCMYGBAG2D
2015-04-29,1.956,RBA F2 daily FCMYGBAG2D
2015-04-30,1.95,RBA F2 daily FCMYGBAG2D
2015-05-01,1.921,RBA F2 daily FCMYGBAG2D
2015-05-04,1.912,RBA F2 daily FCMYGBAG2D
2015-05-05,1.989,RBA F2 daily FCMYGBAG2D
2015-05-06,2.059,RBA F2 daily FCMYGBAG2D
2015-05-07,2.065,RBA F2 daily FCMYGBAG2D
2015-05-08,2.019,RBA F2 daily FCMYGBAG2D
2015-05-11,2.032,RBA F2 daily FCMYGBAG2D
2015-05-12,2.115,RBA F2 daily FCMYGBAG2D
2015-05-13,2.063,RBA F2 daily FCMYGBAG2D
2015-05-14,2.046,RBA F2 daily FCMYGBAG2D
2015-05-15,1.987,RBA F2 daily FCMYGBAG2D
2015-05-18,1.994,RBA F2 daily FCMYGBAG2D
2015-05-19,2.024,RBA F2 daily FCMYGBAG2D
2015-05-20,2.024,RBA F2 daily FCMYGBAG2D
2015-05-21,1.994,RBA F2 daily FCMYGBAG2D
2015-05-22,1.993,RBA F2 daily FCMYGBAG2D
2015-05-25,1.995,RBA F2 daily FCMYGBAG2D
2015-05-26,2.002,RBA F2 daily FCMYGBAG2D
2015-05-27,1.985,RBA F2 daily FCMYGBAG2D
2015-05-28,1.934,RBA F2 daily FCMYGBAG2D
2015-05-29,1.875,RBA F2 daily FCMYGBAG2D
2015-06-01,1.862,RBA F2 daily FCMYGBAG2D
2015-06-02,1.924,RBA F2 daily FCMYGBAG2D
2015-06-03,2.002,RBA F2 daily FCMYGBAG2D
2015-06-04,2.036,RBA F2 daily FCMYGBAG2D
2015-06-05,2.036,RBA F2 daily FCMYGBAG2D
2015-06-09,2.003,RBA F2 daily FCMYGBAG2D
2015-06-10,2.028,RBA F2 daily FCMYGBAG2D
2015-06-11,2.085,RBA F2 daily FCMYGBAG2D
2015-06-12,2.042,RBA F2 daily FCMYGBAG2D
2015-06-15,2.022,RBA F2 daily FCMYGBAG2D
2015-06-16,1.999,RBA F2 daily FCMYGBAG2D
2015-06-17,1.982,RBA F2 daily FCMYGBAG2D
2015-06-18,1.903,RBA F2 daily FCMYGBAG2D
2015-06-19,1.888,RBA F2 daily FCMYGBAG2D
2015-06-22,1.948,RBA F2 daily FCMYGBAG2D
2015-06-23,2.03,RBA F2 daily FCMYGBAG2D
2015-06-24,2.018,RBA F2 daily FCMYGBAG2D
2015-06-25,2.031,RBA F2 daily FCMYGBAG2D
2015-06-26,2.034,RBA F2 daily FCMYGBAG2D
2015-06-29,1.984,RBA F2 daily FCMYGBAG2D
2015-06-30,2.004,RBA F2 daily FCMYGBAG2D
2015-07-01,1.97,RBA F2 daily FCMYGBAG2D
2015-07-02,2.011,RBA F2 daily FCMYGBAG2D
2015-07-03,1.958,RBA F2 daily FCMYGBAG2D
2015-07-06,1.886,RBA F2 daily FCMYGBAG2D
2015-07-07,1.885,RBA F2 daily FCMYGBAG2D
2015-07-08,1.821,RBA F2 daily FCMYGBAG2D
2015-07-09,1.877,RBA F2 daily FCMYGBAG2D
2015-07-10,1.926,RBA F2 daily FCMYGBAG2D
2015-07-13,1.944,RBA F2 daily FCMYGBAG2D
2015-07-14,1.971,RBA F2 daily FCMYGBAG2D
2015-07-15,1.981,RBA F2 daily FCMYGBAG2D
2015-07-16,1.943,RBA F2 daily FCMYGBAG2D
