# QUALITY=CLEAN | XAU ~ const+be+slope+log_nfa | Kalman TVP δ=0.995 | IC4w=0.1702 IC8w=0.2479 hit8w=0.5235 | var_ratio=2.402 HL=267.9w | cot_as_of=20260623 | generated by metals_fairvalue_g8.py v3
DATE,PX,FAIR,RESID,MDP_Z,MDP_ADJ,RISK_W,COT_MULT,SIGNAL,B_CONST,B_BE,B_SLOPE,B_LOG_NFA
20100727,1158.0,4065.0666,-1.255779,-0.4062,-0.0016,0.199,1.0,-0.0809,-64.567878,0.527469,0.016307,4.246529
20100803,1187.5,4117.5132,-1.243441,-0.3676,-0.0015,0.199,1.0,-0.0732,-64.254978,0.525597,0.016758,4.227248
20100810,1198.0,4112.0271,-1.233305,-0.3355,-0.0013,0.1991,1.0,-0.0668,-63.938797,0.523733,0.017226,4.207761
20100817,1228.3,3693.2653,-1.100923,0.0547,0.0002,0.1991,1.0,0.0109,-63.664935,0.522221,0.017655,4.190867
20100824,1233.4,3486.3704,-1.03913,0.2365,0.0009,0.1991,1.0,0.0471,-63.408563,0.520876,0.018073,4.175042
20100831,1250.3,3638.6641,-1.068276,0.1487,0.0006,0.1991,1.0,0.0296,-63.130172,0.5194,0.018529,4.15786
20100907,1259.3,3754.5095,-1.092445,0.0757,0.0003,0.1992,1.0,0.0151,-62.836797,0.517781,0.018992,4.139763
20100914,1271.7,3859.3888,-1.110197,0.0221,0.0001,0.1992,1.0,0.0044,-62.526142,0.516,0.019468,4.120609
20100921,1274.3,4029.1628,-1.151204,-0.1017,-0.0004,0.1994,1.0,-0.0203,-62.188509,0.51403,0.019986,4.099797
20100928,1308.3,3685.3159,-1.035669,0.2492,0.001,0.1995,1.0,0.0497,-61.888802,0.51231,0.020455,4.081318
20101005,1340.3,3920.8115,-1.073447,0.1326,0.0005,0.1996,1.0,0.0265,-61.556272,0.51037,0.020973,4.06082
20101012,1346.7,4036.5523,-1.097775,0.0573,0.0002,0.1999,1.0,0.0115,-61.203372,0.508265,0.021519,4.039074
20101019,1336.0,4428.2341,-1.198362,-0.2528,-0.001,0.2001,1.0,-0.0506,-60.796117,0.505771,0.02214,4.013987
20101026,1338.6,4493.2566,-1.210995,-0.2905,-0.0012,0.2005,1.0,-0.0582,-60.386194,0.50319,0.02274,3.988746
20101102,1356.9,4464.1554,-1.190918,-0.2264,-0.0009,0.2008,1.0,-0.0455,-59.977918,0.500633,0.023346,3.963605
20101109,1410.1,4412.9276,-1.140919,-0.0688,-0.0003,0.2012,1.0,-0.0138,-59.590791,0.498195,0.02391,3.939767
20101116,1338.4,4265.9544,-1.159233,-0.126,-0.0005,0.2015,1.0,-0.0254,-59.20796,0.495858,0.024474,3.916184
20101123,1377.6,4451.7443,-1.172995,-0.1688,-0.0007,0.2018,1.0,-0.0341,-58.808792,0.493375,0.025061,3.891601
20101130,1386.1,4552.6583,-1.189259,-0.2196,-0.0009,0.2022,1.0,-0.0444,-58.400575,0.490838,0.02566,3.86646
20101207,1409.0,4757.8899,-1.216966,-0.3068,-0.0012,0.2025,1.0,-0.0621,-57.982019,0.488098,0.026227,3.840703
20101214,1404.3,4793.9185,-1.227851,-0.34,-0.0014,0.2029,1.0,-0.069,-57.567587,0.485349,0.02676,3.815204
20101221,1388.8,4972.9898,-1.275623,-0.4919,-0.002,0.2032,1.0,-0.1,-57.126942,0.482411,0.027338,3.788095
20101228,1405.6,4862.1658,-1.241061,-0.3773,-0.0015,0.2036,1.0,-0.0768,-56.710633,0.479583,0.027862,3.762491
20110104,1378.8,4961.1588,-1.280467,-0.503,-0.002,0.204,1.0,-0.1026,-56.266614,0.476589,0.02844,3.735179
20110111,1384.3,5014.1169,-1.287104,-0.5216,-0.0021,0.2044,1.0,-0.1066,-55.824216,0.473572,0.02901,3.707972
20110118,1368.2,5000.3762,-1.296058,-0.5477,-0.0022,0.2048,1.0,-0.1122,-55.375227,0.470519,0.029593,3.680358
20110125,1332.3,4623.9921,-1.244393,-0.3751,-0.0015,0.2052,1.0,-0.077,-54.960155,0.467786,0.030146,3.654818
20110201,1340.3,4836.9609,-1.283434,-0.5015,-0.002,0.2056,1.0,-0.1031,-54.524829,0.464831,0.030706,3.628044
20110208,1364.1,4801.4428,-1.258462,-0.4162,-0.0017,0.206,1.0,-0.0857,-54.111677,0.461988,0.031208,3.602639
20110215,1374.1,4745.4822,-1.239435,-0.3509,-0.0014,0.2063,1.0,-0.0724,-53.703646,0.45925,0.031728,3.577539
20110222,1401.1,4868.7562,-1.245622,-0.3698,-0.0015,0.2067,1.0,-0.0764,-53.279799,0.456402,0.032284,3.551467
20110301,1431.2,4999.1313,-1.250791,-0.3851,-0.0015,0.2071,1.0,-0.0798,-52.843195,0.453443,0.03286,3.524613
20110308,1427.2,5313.9944,-1.31467,-0.5973,-0.0024,0.2076,1.0,-0.124,-52.376879,0.450181,0.03345,3.495947
20110315,1392.8,5008.3014,-1.279821,-0.4766,-0.0019,0.2081,1.0,-0.0992,-51.927899,0.447167,0.034058,3.468329
20110322,1427.6,4876.2477,-1.228422,-0.3007,-0.0012,0.2087,1.0,-0.0627,-51.5006,0.444304,0.034637,3.442043
20110329,1416.2,4977.3163,-1.256954,-0.3959,-0.0016,0.2092,1.0,-0.0828,-51.06729,0.441326,0.035199,3.415399
20110405,1452.5,5199.8841,-1.27539,-0.4566,-0.0018,0.2097,1.0,-0.0957,-50.616052,0.43818,0.035779,3.387658
20110412,1453.6,5260.6335,-1.286248,-0.4913,-0.002,0.2102,1.0,-0.1033,-50.158724,0.434958,0.036362,3.359548
20110419,1495.1,5293.8993,-1.264402,-0.414,-0.0017,0.2108,1.0,-0.0873,-49.700957,0.431763,0.036967,3.331407
20110426,1503.5,4908.1846,-1.183148,-0.133,-0.0005,0.2115,1.0,-0.0281,-49.284609,0.42888,0.03752,3.305808
20110503,1540.4,4691.1242,-1.113669,0.1071,0.0004,0.212,1.0,0.0227,-48.894374,0.4262,0.038045,3.281812
20110510,1516.9,4587.1235,-1.106624,0.131,0.0005,0.2126,1.0,0.0279,-48.508229,0.423583,0.038572,3.258062
20110517,1480.0,4317.8,-1.070744,0.2552,0.001,0.2132,1.0,0.0544,-48.139157,0.421194,0.039101,3.235347
20110524,1523.3,4358.6987,-1.051335,0.3218,0.0013,0.2137,1.0,0.0688,-47.769276,0.418788,0.03963,3.212583
20110531,1536.8,4096.385,-0.980442,0.5686,0.0023,0.2143,1.0,0.1218,-47.423218,0.416586,0.040138,3.191278
20110607,1544.0,4062.1375,-0.967372,0.6115,0.0024,0.2148,1.0,0.1314,-47.073774,0.414367,0.040655,3.169764
20110614,1524.4,4158.6423,-1.003627,0.4806,0.0019,0.2154,1.0,0.1035,-46.703189,0.411989,0.041194,3.146953
20110621,1546.4,4003.3251,-0.951235,0.6632,0.0026,0.2161,1.0,0.1433,-46.349459,0.40977,0.041724,3.125171
20110628,1500.2,4070.6017,-0.998232,0.4933,0.002,0.2167,1.0,0.1069,-45.973866,0.407337,0.042267,3.102054
20110705,1512.7,4124.9459,-1.003196,0.4733,0.0019,0.2174,1.0,0.1029,-45.588803,0.40479,0.042809,3.078362
20110712,1562.3,4034.6625,-0.948803,0.6646,0.0027,0.218,1.0,0.1449,-45.217946,0.402408,0.04336,3.055534
20110719,1601.1,4048.9986,-0.927818,0.7359,0.0029,0.2188,1.0,0.161,-44.84489,0.399989,0.043912,3.032574
20110726,1616.8,3953.1617,-0.894106,0.852,0.0034,0.2196,1.0,0.1871,-44.483501,0.397605,0.044434,3.010338
20110802,1644.5,3999.3662,-0.888739,0.8658,0.0035,0.2203,1.0,0.1908,-44.099497,0.395173,0.045042,2.986695
20110809,1743.0,3729.6097,-0.760736,1.3184,0.0053,0.2213,1.0,0.2917,-43.76757,0.393203,0.045612,2.96624
20110816,1785.0,3655.7448,-0.716921,1.4616,0.0058,0.2223,1.0,0.3249,-43.447456,0.39131,0.046162,2.946513
20110823,1861.3,3420.5463,-0.608565,1.8303,0.0073,0.2233,1.0,0.4087,-43.174339,0.389772,0.046647,2.92967
20110830,1829.8,3418.0259,-0.624896,1.7444,0.007,0.2243,1.0,0.3912,-42.88567,0.388129,0.047154,2.911871
20110906,1873.3,3325.1793,-0.573862,1.898,0.0076,0.2253,1.0,0.4277,-42.611764,0.386647,0.047661,2.894971
20110913,1830.1,3389.0414,-0.616217,1.7204,0.0069,0.2264,1.0,0.3896,-42.307842,0.385,0.048222,2.876219
20110920,1809.1,3366.2283,-0.621004,1.6801,0.0067,0.2276,1.0,0.3824,-41.993176,0.383312,0.048808,2.856802
20110927,1652.5,3311.9959,-0.695303,1.4034,0.0056,0.2288,1.0,0.3211,-41.639812,0.381429,0.049463,2.834995
20111004,1616.0,3330.3989,-0.723181,1.2938,0.0052,0.23,1.0,0.2976,-41.261332,0.379522,0.050199,2.811622
20111011,1661.0,3484.1586,-0.740848,1.2218,0.0049,0.2313,1.0,0.2826,-40.862753,0.377316,0.050912,2.787037
20111018,1652.8,3516.5209,-0.755043,1.1631,0.0046,0.2327,1.0,0.2706,-40.445314,0.374989,0.051657,2.761291
20111025,1700.4,3454.0297,-0.708719,1.311,0.0052,0.2341,1.0,0.3069,-40.047984,0.372744,0.052364,2.736789
20111101,1711.8,3463.5423,-0.704788,1.3123,0.0052,0.2356,1.0,0.3092,-39.643889,0.370459,0.053096,2.711871
20111108,1799.2,3509.5108,-0.668176,1.424,0.0057,0.2372,1.0,0.3378,-39.253186,0.368176,0.053784,2.687789
20111115,1782.2,3419.787,-0.651771,1.4649,0.0058,0.2389,1.0,0.35,-38.870251,0.366029,0.054478,2.664173
20111122,1702.4,3280.316,-0.655943,1.4357,0.0057,0.2406,1.0,0.3454,-38.483876,0.363982,0.055208,2.640327
20111129,1718.9,3337.5979,-0.663609,1.3956,0.0056,0.2423,1.0,0.3381,-38.087123,0.361787,0.055935,2.615854
20111206,1731.8,3359.6753,-0.662725,1.3851,0.0055,0.244,1.0,0.3379,-37.68229,0.359467,0.056658,2.590895
20111213,1663.1,3324.3041,-0.692619,1.2727,0.0051,0.2458,1.0,0.3128,-37.255399,0.357095,0.057443,2.564565
20111220,1617.6,3370.1579,-0.734058,1.1245,0.0045,0.2476,1.0,0.2785,-36.791706,0.354494,0.058297,2.535968
20111227,1595.5,3240.0046,-0.70843,1.2012,0.0048,0.2496,1.0,0.2999,-36.356821,0.352037,0.059083,2.509151
20120103,1600.5,3172.3635,-0.684203,1.2721,0.0051,0.2515,1.0,0.3199,-35.93098,0.34967,0.059867,2.482886
20120110,1631.5,3266.858,-0.694371,1.2279,0.0049,0.2534,1.0,0.3112,-35.490879,0.347152,0.060665,2.455751
20120117,1655.6,3139.897,-0.640069,1.3973,0.0056,0.2555,1.0,0.3569,-35.08354,0.344884,0.061428,2.430628
20120124,1664.5,3147.3496,-0.637078,1.3943,0.0056,0.2575,1.0,0.3591,-34.677322,0.342536,0.062153,2.405586
20120131,1740.4,3044.4433,-0.559244,1.6367,0.0065,0.2596,1.0,0.4249,-34.310534,0.340446,0.062839,2.382971
20120207,1748.4,3093.3298,-0.570588,1.5812,0.0063,0.2619,1.0,0.4141,-33.929052,0.338153,0.063516,2.359466
20120214,1717.7,3082.9239,-0.584933,1.5177,0.0061,0.2642,1.0,0.401,-33.530346,0.335794,0.06424,2.334895
20120221,1758.5,3195.4491,-0.597308,1.4624,0.0058,0.2667,1.0,0.39,-33.114632,0.333229,0.064964,2.309292
20120228,1788.4,3097.1187,-0.549192,1.6036,0.0064,0.2693,1.0,0.4319,-32.729506,0.330893,0.065653,2.285566
20120306,1672.1,3063.2596,-0.605441,1.406,0.0056,0.272,1.0,0.3824,-32.304733,0.3284,0.066426,2.259386
20120313,1694.2,3212.6475,-0.639926,1.2832,0.0051,0.2747,1.0,0.3525,-31.849073,0.32549,0.067196,2.231336
20120320,1647.0,3311.5547,-0.698504,1.0861,0.0043,0.2775,1.0,0.3014,-31.354234,0.322174,0.067976,2.200897
20120327,1684.9,3057.1297,-0.595811,1.4067,0.0056,0.2803,1.0,0.3943,-30.944611,0.31956,0.068661,2.175681
20120403,1672.0,3073.4599,-0.608825,1.353,0.0054,0.283,1.0,0.3829,-30.525017,0.316828,0.069344,2.149858
20120410,1660.7,2951.3876,-0.575078,1.4489,0.0058,0.2858,1.0,0.414,-30.126469,0.314426,0.070063,2.125304
20120417,1651.1,2934.2085,-0.575037,1.436,0.0057,0.2886,1.0,0.4144,-29.723979,0.311955,0.07078,2.100513
20120424,1643.8,2845.9527,-0.548929,1.5057,0.006,0.2915,1.0,0.4389,-29.343177,0.309662,0.071468,2.077051
20120501,1662.4,2777.9479,-0.513491,1.603,0.0064,0.2944,1.0,0.4718,-28.984819,0.307502,0.072119,2.054973
20120508,1604.5,2674.3639,-0.510941,1.5947,0.0064,0.2973,1.0,0.4741,-28.631507,0.305503,0.072793,2.033186
20120515,1557.1,2658.9333,-0.535142,1.5033,0.006,0.3002,1.0,0.4512,-28.256698,0.30346,0.073539,2.010063
20120522,1576.6,2709.0353,-0.541364,1.4702,0.0059,0.3031,1.0,0.4456,-27.874149,0.301306,0.074284,1.986472
20120529,1548.7,2659.5762,-0.540794,1.4589,0.0058,0.3062,1.0,0.4467,-27.493748,0.299253,0.075048,1.963001
20120605,1616.9,2659.3603,-0.497618,1.5794,0.0063,0.3092,1.0,0.4884,-27.136997,0.297347,0.075792,1.940987
20120612,1613.8,2639.7056,-0.492119,1.581,0.0063,0.3125,1.0,0.494,-26.783851,0.295409,0.076506,1.919202
20120619,1623.2,2582.8725,-0.464545,1.6501,0.0066,0.3157,1.0,0.521,-26.444908,0.293536,0.077195,1.898295
20120626,1574.9,2526.2588,-0.472591,1.6088,0.0064,0.3192,1.0,0.5135,-26.105752,0.291728,0.07789,1.877366
20120703,1621.8,2449.9351,-0.412567,1.7751,0.0071,0.3224,1.0,0.5724,-25.805837,0.290111,0.078504,1.858861
20120710,1579.8,2457.2903,-0.441804,1.667,0.0066,0.3259,1.0,0.5432,-25.476438,0.288379,0.079204,1.83853
20120717,1589.5,2424.2158,-0.422131,1.7091,0.0068,0.3295,1.0,0.5631,-25.159171,0.28671,0.079879,1.818948
20120724,1576.2,2440.6493,-0.43729,1.6459,0.0066,0.3332,1.0,0.5484,-24.824958,0.284971,0.080603,1.798318
20120731,1614.6,2432.0115,-0.409674,1.7117,0.0068,0.3371,1.0,0.577,-24.50711,0.283191,0.081259,1.778716
20120807,1612.8,2490.6855,-0.434628,1.6202,0.0065,0.3411,1.0,0.5526,-24.166697,0.281086,0.081903,1.757751
20120814,1602.4,2444.4829,-0.422373,1.6408,0.0065,0.3453,1.0,0.5665,-23.83946,0.27911,0.082521,1.737591
20120821,1642.9,2420.7148,-0.387642,1.7267,0.0069,0.3494,1.0,0.6032,-23.538792,0.277292,0.083079,1.719068
20120828,1669.7,2395.7238,-0.361084,1.7862,0.0071,0.3535,1.0,0.6314,-23.25186,0.275508,0.083625,1.701398
20120904,1696.0,2327.3625,-0.316505,1.8961,0.0076,0.3579,1.0,0.6786,-22.998414,0.274007,0.084129,1.685779
20120911,1734.9,2355.291,-0.305756,1.9046,0.0076,0.3624,1.0,0.6902,-22.747189,0.272366,0.084589,1.67032
20120918,1771.2,2423.1562,-0.313455,1.86,0.0074,0.3671,1.0,0.6829,-22.484348,0.270404,0.085012,1.654181
20120925,1766.4,2295.6367,-0.262108,1.9849,0.0079,0.3721,1.0,0.7386,-22.265129,0.268908,0.085401,1.6407
20121002,1775.6,2306.4682,-0.26162,1.9615,0.0078,0.3771,1.0,0.7396,-22.03857,0.267352,0.085812,1.626769
20121009,1765.0,2368.1417,-0.293996,1.8468,0.0074,0.3824,1.0,0.7063,-21.779735,0.265438,0.086244,1.610873
20121016,1746.3,2290.5384,-0.271329,1.8895,0.0075,0.388,1.0,0.7331,-21.540318,0.263783,0.086663,1.596154
20121023,1709.4,2333.4447,-0.311245,1.7575,0.007,0.3936,1.0,0.6917,-21.262071,0.261782,0.087128,1.579058
20121030,1712.1,2275.5696,-0.284551,1.8131,0.0072,0.3993,1.0,0.724,-21.006865,0.260014,0.087578,1.563368
20121106,1715.0,2294.3399,-0.291074,1.7761,0.0071,0.4052,1.0,0.7196,-20.743637,0.258128,0.088023,1.547194
20121113,1724.8,2227.0531,-0.25561,1.8544,0.0074,0.4112,1.0,0.7625,-20.508462,0.256611,0.088482,1.532719
20121120,1723.6,2196.0791,-0.2423,1.8703,0.0075,0.4175,1.0,0.7808,-20.285608,0.255195,0.088909,1.519
20121127,1742.3,2159.6632,-0.214788,1.9239,0.0077,0.4238,1.0,0.8153,-20.085263,0.253957,0.089304,1.506661
20121204,1695.8,2163.839,-0.243771,1.8245,0.0073,0.4303,1.0,0.7851,-19.85272,0.252419,0.089749,1.492354
20121211,1709.6,2184.0658,-0.24497,1.8023,0.0072,0.4372,1.0,0.788,-19.616147,0.250762,0.09018,1.477813
20121218,1670.7,2184.3475,-0.268116,1.7227,0.0069,0.4444,1.0,0.7655,-19.360705,0.248872,0.090591,1.462126
20121225,1659.5,2149.2253,-0.258633,1.7313,0.0069,0.4514,1.0,0.7814,-19.114961,0.247134,0.09101,1.447023
20130101,1675.8,2143.5949,-0.246235,1.7473,0.007,0.4584,1.0,0.8009,-18.881696,0.245512,0.091399,1.432683
20130108,1662.2,2150.197,-0.257459,1.7012,0.0068,0.4654,1.0,0.7918,-18.638008,0.243711,0.091775,1.417718
20130115,1683.9,2123.6331,-0.232057,1.7515,0.007,0.4725,1.0,0.8276,-18.416614,0.242037,0.092118,1.404127
20130122,1693.2,2135.9408,-0.232328,1.7341,0.0069,0.4799,1.0,0.8321,-18.193511,0.24031,0.092456,1.390437
20130129,1660.8,2167.7569,-0.266435,1.6302,0.0065,0.4874,1.0,0.7945,-17.942459,0.238209,0.092757,1.375055
20130205,1673.5,2173.3469,-0.261393,1.6292,0.0065,0.4946,1.0,0.8058,-17.695563,0.236085,0.093048,1.359936
20130212,1649.6,2170.6145,-0.274519,1.582,0.0063,0.502,1.0,0.7942,-17.436986,0.233881,0.093364,1.344098
20130219,1604.2,2153.0324,-0.294294,1.5189,0.0061,0.5095,1.0,0.7739,-17.160859,0.231668,0.093734,1.327166
20130226,1615.5,2124.2347,-0.273809,1.5593,0.0062,0.5171,1.0,0.8063,-16.904193,0.229849,0.094166,1.311393
20130305,1574.9,2137.2866,-0.305388,1.4673,0.0059,0.5249,1.0,0.7702,-16.620187,0.227679,0.094614,1.293962
20130312,1591.7,2150.2476,-0.300823,1.4682,0.0059,0.5327,1.0,0.7822,-16.348307,0.225523,0.09499,1.277287
20130319,1611.3,2106.0555,-0.267818,1.5406,0.0061,0.5403,1.0,0.8325,-16.107696,0.223754,0.095384,1.26251
20130326,1595.7,2070.028,-0.260292,1.5478,0.0062,0.5481,1.0,0.8483,-15.877521,0.222052,0.095755,1.248375
20130402,1575.9,2036.9375,-0.256663,1.545,0.0062,0.5557,1.0,0.8585,-15.650232,0.220473,0.096158,1.234404
20130409,1586.7,1967.0749,-0.214933,1.6372,0.0065,0.5635,1.0,0.9225,-15.45944,0.219355,0.09656,1.222645
20130416,1387.4,1927.7006,-0.328938,1.3411,0.0053,0.5714,1.0,0.7663,-15.164889,0.217863,0.097238,1.204459
20130423,1408.8,1913.661,-0.306322,1.3887,0.0055,0.5796,1.0,0.805,-14.901015,0.216598,0.097856,1.188156
20130430,1472.1,1824.5539,-0.214687,1.6061,0.0064,0.5875,1.0,0.9436,-14.720893,0.215856,0.098309,1.17701
20130507,1448.8,1828.1245,-0.232597,1.5494,0.0062,0.5952,1.0,0.9221,-14.529788,0.215039,0.098737,1.165189
20130514,1424.5,1877.1426,-0.275972,1.4314,0.0057,0.6025,1.0,0.8624,-14.308319,0.213945,0.099147,1.151511
20130521,1377.6,1873.7085,-0.307619,1.3444,0.0054,0.6094,1.0,0.8193,-14.06349,0.212952,0.099644,1.136359
20130528,1378.9,1934.2204,-0.338461,1.2608,0.005,0.6164,1.0,0.7772,-13.807397,0.211686,0.100022,1.120542
20130604,1397.2,1861.42,-0.286912,1.3796,0.0055,0.6228,1.0,0.8592,-13.597124,0.211057,0.100418,1.107497
20130611,1377.0,1797.2923,-0.266416,1.4209,0.0057,0.629,1.0,0.8938,-13.407556,0.210867,0.100808,1.095682
20130618,1366.9,1764.7834,-0.255525,1.4382,0.0057,0.6349,1.0,0.9131,-13.226601,0.210741,0.101202,1.084395
20130625,1275.1,1850.1264,-0.372272,1.1455,0.0046,0.6408,1.0,0.7341,-12.986172,0.2107,0.101472,1.069381
20130702,1243.4,1837.4389,-0.390566,1.0955,0.0044,0.6455,1.0,0.7071,-12.741297,0.210345,0.10178,1.054134
20130709,1245.9,1880.872,-0.411921,1.0387,0.0041,0.6501,1.0,0.6752,-12.504693,0.209722,0.101915,1.039442
20130716,1290.4,1829.8883,-0.349345,1.1857,0.0047,0.6539,1.0,0.7754,-12.310844,0.208935,0.10204,1.027445
20130723,1334.7,1824.2613,-0.312511,1.2689,0.0051,0.6577,1.0,0.8346,-12.141125,0.208027,0.102126,1.016974
20130730,1324.8,1828.0917,-0.322054,1.2389,0.0049,0.6615,1.0,0.8195,-11.972204,0.207159,0.102166,1.006546
20130806,1282.5,1866.7137,-0.375411,1.1035,0.0044,0.6649,1.0,0.7337,-11.779314,0.2056,0.102097,0.99472
20130813,1320.5,1848.0095,-0.336141,1.1932,0.0048,0.6682,1.0,0.7973,-11.614874,0.204437,0.102041,0.984615
20130820,1372.6,1825.7633,-0.285334,1.3098,0.0052,0.6711,1.0,0.8791,-11.481332,0.203701,0.101983,0.976378
20130827,1420.2,1833.878,-0.255678,1.3739,0.0055,0.6738,1.0,0.9257,-11.3593,0.203089,0.101978,0.968843
20130903,1412.0,1852.808,-0.271739,1.3271,0.0053,0.6766,1.0,0.8979,-11.231891,0.202544,0.101936,0.960962
20130910,1364.0,1828.792,-0.293277,1.268,0.0051,0.6792,1.0,0.8612,-11.097395,0.201883,0.101822,0.952655
20130917,1309.4,1793.5486,-0.31467,1.21,0.0048,0.6815,1.0,0.8246,-10.950805,0.200993,0.101729,0.943626
20130924,1316.3,1741.2221,-0.279805,1.2874,0.0051,0.6841,1.0,0.8807,-10.815694,0.20023,0.10176,0.935295
20131001,1286.1,1740.3681,-0.302525,1.2262,0.0049,0.6869,1.0,0.8423,-10.670288,0.199365,0.101786,0.926336
20131008,1324.6,1718.5376,-0.260406,1.3207,0.0053,0.6897,1.0,0.9109,-10.546059,0.198706,0.101825,0.918671
20131015,1273.2,1736.5553,-0.310412,1.1941,0.0048,0.6925,1.0,0.8269,-10.399551,0.197732,0.101802,0.909659
20131022,1342.6,1677.4225,-0.222692,1.3975,0.0056,0.6952,1.0,0.9715,-10.286601,0.197293,0.101945,0.902667
20131029,1345.5,1681.6651,-0.223061,1.3884,0.0055,0.6985,1.0,0.9699,-10.17203,0.19682,0.102089,0.895578
20131105,1308.1,1727.8763,-0.27836,1.249,0.005,0.702,1.0,0.8768,-10.031604,0.196284,0.102196,0.886884
20131112,1271.2,1773.5935,-0.333089,1.1129,0.0044,0.7052,1.0,0.7847,-9.86947,0.19534,0.102196,0.876893
20131119,1273.5,1720.7322,-0.301023,1.184,0.0047,0.708,1.0,0.8383,-9.722728,0.194597,0.102282,0.867834
20131126,1241.4,1724.823,-0.328927,1.1123,0.0044,0.711,1.0,0.7908,-9.564318,0.193853,0.102389,0.858047
20131203,1220.8,1729.8491,-0.348571,1.061,0.0042,0.7139,1.0,0.7574,-9.404811,0.193121,0.102443,0.848189
20131210,1261.1,1690.7588,-0.293236,1.1876,0.0047,0.7164,1.0,0.8508,-9.275003,0.192649,0.102502,0.840149
20131217,1230.1,1718.0379,-0.33413,1.0853,0.0043,0.7188,1.0,0.7801,-9.129596,0.191773,0.102491,0.831194
20131224,1203.3,1744.2909,-0.371323,0.9928,0.004,0.721,1.0,0.7158,-8.981101,0.190615,0.102312,0.822085
20131231,1202.3,1756.4262,-0.379087,0.9706,0.0039,0.7227,1.0,0.7015,-8.838645,0.189136,0.102034,0.8134
20140107,1229.6,1742.472,-0.348659,1.039,0.0041,0.7241,1.0,0.7523,-8.712139,0.18779,0.10182,0.805692
20140114,1245.4,1719.2386,-0.322468,1.0969,0.0044,0.7253,1.0,0.7956,-8.594347,0.186645,0.101697,0.7985
20140121,1241.8,1733.8537,-0.333828,1.0654,0.0042,0.7267,1.0,0.7742,-8.471288,0.18551,0.10161,0.790977
20140128,1250.8,1681.2379,-0.29579,1.151,0.0046,0.7281,1.0,0.8381,-8.360431,0.185062,0.101675,0.784117
20140204,1251.2,1649.5856,-0.276464,1.1917,0.0048,0.7297,1.0,0.8695,-8.25252,0.18482,0.10184,0.777412
20140211,1289.8,1667.2315,-0.256721,1.2329,0.0049,0.7315,1.0,0.9018,-8.156482,0.184279,0.101875,0.771491
20140218,1324.4,1635.1132,-0.210796,1.3354,0.0053,0.733,1.0,0.9789,-8.073044,0.184035,0.10198,0.766315
20140225,1342.7,1643.1561,-0.201979,1.3493,0.0054,0.7349,1.0,0.9915,-7.990735,0.183772,0.102088,0.761213
20140304,1337.9,1653.8634,-0.212056,1.3185,0.0053,0.7368,1.0,0.9715,-7.902479,0.183383,0.102188,0.755756
20140311,1346.7,1658.3183,-0.20819,1.3209,0.0053,0.7389,1.0,0.976,-7.815741,0.182889,0.102245,0.75041
20140318,1359.0,1630.5201,-0.182193,1.3752,0.0055,0.7408,1.0,1.0188,-7.735258,0.18257,0.102363,0.74543
20140325,1311.4,1632.5741,-0.219106,1.2815,0.0051,0.7432,1.0,0.9524,-7.638602,0.182297,0.102491,0.739433
20140401,1280.0,1611.8822,-0.230585,1.2485,0.005,0.7454,1.0,0.9306,-7.537348,0.181984,0.1026,0.733154
20140408,1309.1,1565.4636,-0.178885,1.3635,0.0054,0.7475,1.0,1.0191,-7.456095,0.181893,0.102748,0.728092
20140415,1300.3,1574.6476,-0.191479,1.327,0.0053,0.7498,1.0,0.995,-7.363624,0.181732,0.102953,0.722341
20140422,1281.1,1606.7725,-0.226551,1.2387,0.0049,0.7525,1.0,0.9321,-7.257286,0.181119,0.103065,0.715788
20140429,1296.3,1573.3735,-0.193751,1.3094,0.0052,0.7549,1.0,0.9885,-7.167661,0.180724,0.103172,0.710247
20140506,1308.6,1529.8578,-0.15626,1.3902,0.0055,0.7571,1.0,1.0525,-7.091252,0.18053,0.103329,0.705503
20140513,1294.8,1530.9288,-0.167561,1.3567,0.0054,0.7597,1.0,1.0307,-7.007716,0.180316,0.103498,0.700316
20140520,1294.6,1516.9133,-0.158519,1.3708,0.0055,0.7623,1.0,1.045,-6.923742,0.180135,0.103721,0.695098
20140527,1265.5,1531.4434,-0.190786,1.2891,0.0051,0.7654,1.0,0.9867,-6.820334,0.17972,0.10397,0.688699
20140603,1244.5,1536.7294,-0.210966,1.2365,0.0049,0.7686,1.0,0.9504,-6.708272,0.179303,0.1042,0.681761
20140610,1260.1,1547.504,-0.205495,1.2436,0.005,0.7715,1.0,0.9595,-6.600762,0.178744,0.104369,0.675127
20140617,1272.0,1549.9449,-0.197672,1.2561,0.005,0.7743,1.0,0.9725,-6.497609,0.178091,0.10451,0.668779
20140624,1321.3,1529.3456,-0.146267,1.3688,0.0055,0.777,1.0,1.0635,-6.420149,0.177444,0.104619,0.664034
20140701,1326.6,1497.8317,-0.121442,1.4191,0.0057,0.7797,1.0,1.1065,-6.354379,0.176974,0.104727,0.659994
20140708,1316.5,1500.3336,-0.130753,1.3903,0.0055,0.7826,1.0,1.088,-6.282857,0.176403,0.104826,0.65561
20140715,1297.1,1499.1641,-0.144819,1.351,0.0054,0.7853,1.0,1.061,-6.1999,0.175875,0.104981,0.650505
20140722,1306.3,1478.7861,-0.124066,1.3919,0.0055,0.7884,1.0,1.0974,-6.124446,0.175562,0.105191,0.645838
